[14:10:51.090995598] (+?.?????????) lib.eal.thread.lcore.ready: { cpu_id = 0xC, name = "rte-worker-12" }, { lcore_id = 0xC, cpuset = "12" }
[14:10:51.091044990] (+0.000049392) lib.eal.thread.lcore.ready: { cpu_id = 0xD, name = "rte-worker-13" }, { lcore_id = 0xD, cpuset = "13" }
[14:10:51.091059249] (+0.000014259) lib.eal.thread.lcore.running: { cpu_id = 0xC, name = "rte-worker-12" }, { lcore_id = 0xC, f = 0x5651F811F980 }
[14:10:51.091059294] (+0.000000045) lib.eal.thread.lcore.stopped: { cpu_id = 0xC, name = "rte-worker-12" }, { lcore_id = 0xC }
[14:10:51.091061089] (+0.000001795) lib.eal.thread.remote.launch: { cpu_id = 0xB, name = "dpdk-testpmd" }, { f = 0x5651F811F980, arg = 0x0, worker_id = 0xC, rc = 0 }
[14:10:51.091064543] (+0.000003454) lib.eal.thread.lcore.running: { cpu_id = 0xD, name = "rte-worker-13" }, { lcore_id = 0xD, f = 0x5651F811F980 }
[14:10:51.091064590] (+0.000000047) lib.eal.thread.lcore.stopped: { cpu_id = 0xD, name = "rte-worker-13" }, { lcore_id = 0xD }
[14:10:51.091064739] (+0.000000149) lib.eal.thread.lcore.ready: { cpu_id = 0xE, name = "rte-worker-14" }, { lcore_id = 0xE, cpuset = "14" }
[14:10:51.091065672] (+0.000000933) lib.eal.thread.remote.launch: { cpu_id = 0xB, name = "dpdk-testpmd" }, { f = 0x5651F811F980, arg = 0x0, worker_id = 0xD, rc = 0 }
[14:10:51.091069426] (+0.000003754) lib.eal.thread.lcore.running: { cpu_id = 0xE, name = "rte-worker-14" }, { lcore_id = 0xE, f = 0x5651F811F980 }
[14:10:51.091069442] (+0.000000016) lib.eal.thread.lcore.stopped: { cpu_id = 0xE, name = "rte-worker-14" }, { lcore_id = 0xE }
[14:10:51.091070679] (+0.000001237) lib.eal.thread.remote.launch: { cpu_id = 0xB, name = "dpdk-testpmd" }, { f = 0x5651F811F980, arg = 0x0, worker_id = 0xE, rc = 0 }
[14:10:51.091090089] (+0.000019410) lib.eal.thread.lcore.ready: { cpu_id = 0xF, name = "rte-worker-15" }, { lcore_id = 0xF, cpuset = "15" }
[14:10:51.091091630] (+0.000001541) lib.eal.thread.lcore.running: { cpu_id = 0xF, name = "rte-worker-15" }, { lcore_id = 0xF, f = 0x5651F811F980 }
[14:10:51.091091645] (+0.000000015) lib.eal.thread.lcore.stopped: { cpu_id = 0xF, name = "rte-worker-15" }, { lcore_id = 0xF }
[14:10:51.091092966] (+0.000001321) lib.eal.thread.remote.launch: { cpu_id = 0xB, name = "dpdk-testpmd" }, { f = 0x5651F811F980, arg = 0x0, worker_id = 0xF, rc = 0 }
[14:10:51.349864079] (+0.000000069) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F473B00 }
[14:10:51.349864088] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F473B00 }
[14:10:51.349864154] (+0.000000066) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F473A40 }
[14:10:51.349864165] (+0.000000011) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F473A40 }
[14:10:51.349864230] (+0.000000065) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F473980 }
[14:10:51.349864238] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F473980 }
[14:10:51.349864303] (+0.000000065) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F4738C0 }
[14:10:51.349864311] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F4738C0 }
[14:10:51.349864390] (+0.000000079) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F473800 }
[14:10:51.349864397] (+0.000000007) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F473800 }
[14:10:51.349864465] (+0.000000068) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F473740 }
[14:10:51.349864474] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F473740 }
[14:10:51.349864545] (+0.000000071) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F473680 }
[14:10:51.349864554] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F473680 }
[14:10:51.349864576] (+0.000000022) lib.ethdev.callback_register: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x20, event = 8, cb_fn = 0x5651F7F0FD20, cb_arg = 0x0 }
[14:10:51.349864582] (+0.000000006) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x20, is_valid = 0 }
[14:10:51.349864656] (+0.000000074) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F4735C0 }
[14:10:51.349864664] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F4735C0 }
[14:10:51.349864733] (+0.000000069) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F473500 }
[14:10:51.349864742] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F473500 }
[14:10:51.349864807] (+0.000000065) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F473440 }
[14:10:51.349864815] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F473440 }
[14:10:51.349864893] (+0.000000078) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F473380 }
[14:10:51.349864902] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F473380 }
[14:10:51.349864966] (+0.000000064) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F4732C0 }
[14:10:51.349864974] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F4732C0 }
[14:10:51.349865039] (+0.000000065) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F473200 }
[14:10:51.349865047] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F473200 }
[14:10:51.349865129] (+0.000000082) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F473140 }
[14:10:51.349865138] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F473140 }
[14:10:51.349865211] (+0.000000073) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F473080 }
[14:10:51.349865220] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F473080 }
[14:10:51.349865286] (+0.000000066) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472FC0 }
[14:10:51.349865294] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472FC0 }
[14:10:51.349865362] (+0.000000068) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472F00 }
[14:10:51.349865370] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472F00 }
[14:10:51.349865437] (+0.000000067) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472E40 }
[14:10:51.349865446] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472E40 }
[14:10:51.349865525] (+0.000000079) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472D80 }
[14:10:51.349865533] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472D80 }
[14:10:51.349865602] (+0.000000069) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472CC0 }
[14:10:51.349865610] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472CC0 }
[14:10:51.349865680] (+0.000000070) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472C00 }
[14:10:51.349865688] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472C00 }
[14:10:51.349865757] (+0.000000069) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472B40 }
[14:10:51.349865766] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472B40 }
[14:10:51.349865834] (+0.000000068) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472A80 }
[14:10:51.349865843] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472A80 }
[14:10:51.349865910] (+0.000000067) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F4729C0 }
[14:10:51.349865917] (+0.000000007) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F4729C0 }
[14:10:51.349865997] (+0.000000080) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472900 }
[14:10:51.349866005] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472900 }
[14:10:51.349866084] (+0.000000079) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472840 }
[14:10:51.349866092] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472840 }
[14:10:51.349866165] (+0.000000073) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472780 }
[14:10:51.349866174] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472780 }
[14:10:51.349866242] (+0.000000068) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F4726C0 }
[14:10:51.349866251] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F4726C0 }
[14:10:51.349866322] (+0.000000071) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472600 }
[14:10:51.349866331] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472600 }
[14:10:51.349866398] (+0.000000067) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472540 }
[14:10:51.349866406] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472540 }
[14:10:51.349866472] (+0.000000066) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472480 }
[14:10:51.349866480] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472480 }
[14:10:51.349866557] (+0.000000077) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F4723C0 }
[14:10:51.349866565] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F4723C0 }
[14:10:51.349866640] (+0.000000075) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472300 }
[14:10:51.349866648] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472300 }
[14:10:51.349866722] (+0.000000074) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472240 }
[14:10:51.349866730] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472240 }
[14:10:51.349866796] (+0.000000066) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472180 }
[14:10:51.349866804] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472180 }
[14:10:51.349866874] (+0.000000070) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F4720C0 }
[14:10:51.349866883] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F4720C0 }
[14:10:51.349866965] (+0.000000082) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472000 }
[14:10:51.349866973] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F472000 }
[14:10:51.349867049] (+0.000000076) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471F40 }
[14:10:51.349867057] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471F40 }
[14:10:51.349867133] (+0.000000076) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471E80 }
[14:10:51.349867141] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471E80 }
[14:10:51.349867163] (+0.000000022) lib.ethdev.callback_register: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x20, event = 9, cb_fn = 0x5651F7F0FD20, cb_arg = 0x0 }
[14:10:51.349867170] (+0.000000007) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x20, is_valid = 0 }
[14:10:51.349867257] (+0.000000087) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471DC0 }
[14:10:51.349867266] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471DC0 }
[14:10:51.349867356] (+0.000000090) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471D00 }
[14:10:51.349867364] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471D00 }
[14:10:51.349867431] (+0.000000067) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471C40 }
[14:10:51.349867440] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471C40 }
[14:10:51.349867516] (+0.000000076) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471B80 }
[14:10:51.349867524] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471B80 }
[14:10:51.349867589] (+0.000000065) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471AC0 }
[14:10:51.349867597] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471AC0 }
[14:10:51.349867673] (+0.000000076) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471A00 }
[14:10:51.349867681] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471A00 }
[14:10:51.349867749] (+0.000000068) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471940 }
[14:10:51.349867757] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471940 }
[14:10:51.349867825] (+0.000000068) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471880 }
[14:10:51.349867837] (+0.000000012) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471880 }
[14:10:51.349867905] (+0.000000068) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F4717C0 }
[14:10:51.349867914] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F4717C0 }
[14:10:51.349867977] (+0.000000063) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471700 }
[14:10:51.349867985] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471700 }
[14:10:51.349868054] (+0.000000069) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471640 }
[14:10:51.349868063] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471640 }
[14:10:51.349868140] (+0.000000077) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471580 }
[14:10:51.349868148] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471580 }
[14:10:51.349868217] (+0.000000069) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F4714C0 }
[14:10:51.349868226] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F4714C0 }
[14:10:51.349868306] (+0.000000080) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471400 }
[14:10:51.349868315] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471400 }
[14:10:51.349868387] (+0.000000072) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471340 }
[14:10:51.349868396] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F471340 }
